mandt,ebeln,ebelp,loekz,statu,aedat,txz01,matnr,ematn,bukrs,werks,lgort,bednr,matkl,infnr,idnlf,ktmng,menge,meins,bprme,bpumz,bpumn,umrez,umren,netpr,peinh,netwr,brtwr,agdat,webaz,mwskz,bonus,insmk,spinf,prsdr,schpr,mahnz,mahn1,mahn2,mahn3,uebto,uebtk,untto,bwtar,bwtty,abskz,agmem,elikz,erekz,pstyp,knttp,kzvbr,vrtkz,twrkz,wepos,weunb,repos,webre,kzabs,labnr,konnr,ktpnr,abdat,abftz,etfz1,etfz2,kzstu,notkz,lmein,evers,zwert,navnw,abmng,prdat,bstyp,effwr,xoblr,kunnr,adrnr,ekkol,sktof,stafo,plifz,ntgew,gewei,txjcd,etdrk,sobkz,arsnr,arsps,insnc,ssqss,zgtyp,ean11,bstae,revlv,geber,fistl,fipos,ko_gsber,ko_pargb,ko_prctr,ko_pprctr,meprf,brgew,volum,voleh,inco1,inco2,vorab,kolif,ltsnr,packno,fplnr,gnetwr,stapo,uebpo,lewed,emlif,lblkz,satnr,attyp,vsart,handoverloc,kanba,adrn2,cuobj,xersy,eildt,drdat,druhr,drunr,aktnr,abeln,abelp,anzpu,punei,saiso,saisj,ebon2,ebon3,ebonf,mlmaa,mhdrz,anfnr,anfps,kzkfg,usequ,umsok,banfn,bnfpo,mtart,uptyp,upvor,kzwi1,kzwi2,kzwi3,kzwi4,kzwi5,kzwi6,sikgr,mfzhi,ffzhi,retpo,aurel,bsgru,lfret,mfrgr,nrfhg,j_1bnbm,j_1bmatuse,j_1bmatorg,j_1bownpro,j_1bindust,abueb,nlabd,nfabd,kzbws,bonba,fabkz,j_1aindxp,j_1aidatep,mprof,eglkz,kztlf,kzfme,rdprf,techs,chg_srv,chg_fplnr,mfrpn,mfrnr,emnfr,novet,afnam,tzonrc,iprkz,lebre,berid,xconditions,apoms,ccomp,grant_nbr,fkber,status,reslo,kblnr,kblpos,weora,srv_bas_com,prio_urg,prio_req,empst,diff_invoice,trmrisk_relevant,creationdate,creationtime,spe_abgru,spe_crm_so,spe_crm_so_item,spe_crm_ref_so,spe_crm_ref_item,spe_crm_fkrel,spe_chng_sys,spe_insmk_src,spe_cq_ctrltype,spe_cq_nocq,reason_code,cqu_sar,anzsn,spe_ewm_dtc,exlin,exsnr,ehtyp,retpc,dptyp,dppct,dpamt,dpdat,fls_rsto,ext_rfx_number,ext_rfx_item,ext_rfx_system,srm_contract_id,srm_contract_itm,blk_reason_id,blk_reason_txt,itcons,fixmg,wabwe,cmpl_dlv_itm,inco2_l,inco3_l,externalreferenceid,tc_aut_det,manual_tc_reason,fiscal_incentive,tax_subject_st,fiscal_incentive_id,sf_txjcd,bev1_negen_item,bev1_nedepfree,bev1_nestruccat,advcode,budget_pd,excpe,fmfgus_key,iuid_relevant,mrpind,sgt_scat,sgt_rcat,wrf_charstc1,wrf_charstc2,wrf_charstc3,refsite,serru,sernp,disub_sobkz,disub_pspnr,disub_kunnr,disub_vbeln,disub_posnr,disub_owner,fsh_season_year,fsh_season,fsh_collection,fsh_theme,fsh_atp_date,fsh_vas_rel,fsh_vas_prnt_id,fsh_transaction,fsh_item_group,fsh_item,fsh_ss,fsh_grid_cond_rec,fsh_psm_pfm_split,cnfm_qty,fsh_pqr_uepos,ref_item,source_id,source_key,put_back,pol_id,cons_order,operation_flag,is_deleted,recordstamp
250,4500069422,10,,,2022-04-06, wie geht es dir,1028118297C,1028118297C,EU01,2000,2002.0,,SAUCE,5300001893.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,10.0,1.0,100.0,100.0,,,,,,C,X,,,,,,,,,,,,,,,0,,,,,X,,X,X,,,,,,,,,,,EA,,,,,2022-04-06,F,98.0,,,,,,SAP,,1.0,KG,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,CET,,,,,,,,,,,,,,,,,,,,2022-04-06,08:29:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-06 08:29:52.547591+00:00
250,4500069424,10,,,2022-04-06, wie geht es dir,1028118297C,1028118297C,EU01,2000,2002.0,,SAUCE,5300001893.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,10.0,1.0,100.0,100.0,,,,,,C,X,,,,,,,,,,,,,,,0,,,,,X,,X,X,,,,,,,,,,,EA,,,,,2022-04-06,F,98.0,,,,,,SAP,,1.0,KG,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,CET,,,,,,,,,,,,,,,,,,,,2022-04-06,10:21:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-06 10:21:21.504362+00:00
250,4500069423,10,,,2022-04-06,Barbq sauce 1KG,1028118297C,1028118297C,EU01,2000,2002.0,,SAUCE,5300001894.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,1000.0,1000.0,,,,,,C,X,,,,,,,,,,,,,,,0,,,,,X,,X,X,,,,,,,,,,,EA,,,,,2022-04-06,F,980.0,,,,,,SAP,,1.0,KG,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,CET,,,,,,,,,,,,,,,,,,,,2022-04-06,10:19:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-06 10:19:23.772970+00:00
250,4500069425,10,,,2022-04-13, wie geht es dir,1028118297R,1028118297R,EU01,2000,,,SAUCE,5300001895.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,10.0,1.0,100.0,100.0,,,,,,C,X,,,,,,,,,,,,,,,0,,,,,X,,X,X,,,,,,,,,,,EA,,,,,2022-04-13,F,100.0,,,,,,SAP,,1.0,KG,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,CET,,,,,,,,,,,,,,,,,,,,2022-04-13,07:21:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-13 07:21:43.624141+00:00
250,4500069427,10,,,2022-04-13, wie geht es dir,1028118297R,1028118297R,EU01,2000,,,SAUCE,5300001895.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,10.0,1.0,100.0,100.0,,,,,,C,X,,,,,,,,,,,,,,,0,,,,,X,,X,X,,,,,,,,,,,EA,,,,,2022-04-13,F,100.0,,,,,,SAP,,1.0,KG,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,CET,,,,,,,,,,,,,,,,,,,,2022-04-13,07:50:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-13 07:50:43.535136+00:00
250,4500069426,10,,,2022-04-13,Barbq sauce 2G,1028118297R,1028118297R,USA1,1000,,,SAUCE,5300001896.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,10.0,1.0,100.0,100.0,,,,,,C,X,,,,,,,,,,,,,,,0,,,,,X,,X,X,,,,,,,,,,,EA,,,,,2022-04-13,F,98.0,,,,,,SAP,,1.0,KG,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-04-13,07:24:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-13 07:24:38.065156+00:00
250,4500000018,10,,,2022-01-24,Barbq sauce 1KG,1028118297C,1028118297C,USA1,1000,,,SAUCE,5300000003.0,,,2.0,EA,EA,1.0,1.0,1.0,1.0,10.0,1.0,20.0,20.0,,,,,,B,X,,,,,,,,,,,,,,,0,,,,,X,,X,,,,,,,,,,,,EA,,,,,2022-01-24,F,20.0,,,,,,SAP,1.0,1.0,KG,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-01-24,16:33:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:02.329876+00:00
250,4500000018,10,,,2022-02-25,Barbq sauce 1KG,1028118297C,1028118297C,USA1,1000,,,SAUCE,5300000003.0,,,2.0,EA,EA,1.0,1.0,1.0,1.0,10.0,1.0,20.0,20.0,,,,,,B,X,,,,,,,,,,,,,,,0,,,,,X,,X,,,,,,,,,,,,EA,V1,,,,2022-01-24,F,20.0,,,,,,SAP,1.0,1.0,KG,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-01-24,16:33:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-25 11:09:11.798588+00:00
250,4500000018,10,L,,2022-02-25,Barbq sauce 1KG,1028118297C,1028118297C,USA1,1000,,,SAUCE,5300000003.0,,,2.0,EA,EA,1.0,1.0,1.0,1.0,10.0,1.0,20.0,20.0,,,,,,B,X,,,,,,,,,,,,,,,0,,,,,X,,X,,,,,,,,,,,,EA,V1,,,,2022-01-24,F,20.0,,,,,,SAP,1.0,1.0,KG,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,X,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-01-24,16:33:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-25 11:13:44.250079+00:00
250,4500000033,10,,,2022-02-01,Barbq sauce 1KG,1028118297C,1028118297C,USA1,1000,1001.0,,SAUCE,5300000020.0,,,100.0,EA,EA,1.0,1.0,1.0,1.0,50.0,1.0,5000.0,5000.0,,,I0,,,C,X,,,,,,,,,,,,,,,0,,,,,X,,X,X,,,,,,,,,,,EA,,,,,2022-01-20,F,4900.0,,,,,,SAP,,1.0,KG,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-02-01,13:52:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-01 13:52:40.714931+00:00
250,4500000038,10,,,2022-02-02,Barbq sauce 1KG,1028118297C,1028118297C,USA1,1000,1001.0,,SAUCE,5300000020.0,,,100.0,EA,EA,1.0,1.0,1.0,1.0,50.0,1.0,5000.0,5000.0,,,I0,,,C,X,,,,,,,,,,,,,,,0,,,,,X,,X,X,,,,,,,,,,,EA,,,,,2022-01-20,F,4900.0,,,,,,SAP,,1.0,KG,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-02-02,08:28:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-02 08:28:21.711969+00:00
250,4500000038,10,,,2022-02-02,Barbq sauce 1KG,1028118297C,1028118297C,USA1,1000,1001.0,,SAUCE,5300000020.0,,,100.0,EA,EA,1.0,1.0,1.0,1.0,50.0,1.0,5000.0,5000.0,,,I0,,,C,X,,,,,,,,,,,,,,,0,,,,,X,,X,X,,,,,,,,,,,EA,,,,,2022-01-20,F,4900.0,,,,,,SAP,,1.0,KG,,,,,,,,,,1.0,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-02-02,08:28:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-02 09:00:15.401783+00:00
250,4500000033,10,,,2022-02-04,Barbq sauce 1KG,1028118297C,1028118297C,USA1,1000,1001.0,,SAUCE,5300000020.0,,,100.0,EA,EA,1.0,1.0,1.0,1.0,50.0,1.0,5000.0,5000.0,,,I0,,,C,X,,,,,,,,,,,,,,,0,,,,,X,,X,X,,,,,,,,,,,EA,,,,,2022-01-20,F,4900.0,,,,,,SAP,,1.0,KG,,,,,,,,,,4.0,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-02-01,13:52:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-04 07:41:02.032044+00:00
250,4500000033,10,,,2022-02-25,Barbq sauce 1KG,1028118297C,1028118297C,USA1,1000,1001.0,,SAUCE,5300000020.0,,,100.0,EA,EA,1.0,1.0,1.0,1.0,50.0,1.0,5000.0,5000.0,,,I0,,,C,X,,,,,,,,,,,,,,,0,,,,,X,,X,X,,,,,,,,,,,EA,V1,,,,2022-01-20,F,4900.0,,,,,,SAP,,1.0,KG,,,,,,,,,,4.0,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-02-01,13:52:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-25 11:09:12.252220+00:00
250,4500000038,10,,,2022-02-25,Barbq sauce 1KG,1028118297C,1028118297C,USA1,1000,1001.0,,SAUCE,5300000020.0,,,100.0,EA,EA,1.0,1.0,1.0,1.0,50.0,1.0,5000.0,5000.0,,,I0,,,C,X,,,,,,,,,,,,,,,0,,,,,X,,X,X,,,,,,,,,,,EA,V1,,,,2022-01-20,F,4900.0,,,,,,SAP,,1.0,KG,,,,,,,,,,1.0,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-02-02,08:28:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-25 11:09:12.707280+00:00
250,4500000033,10,L,,2022-02-25,Barbq sauce 1KG,1028118297C,1028118297C,USA1,1000,1001.0,,SAUCE,5300000020.0,,,100.0,EA,EA,1.0,1.0,1.0,1.0,50.0,1.0,5000.0,5000.0,,,I0,,,C,X,,,,,,,,,,,,,,,0,,,,,X,,X,X,,,,,,,,,,,EA,V1,,,,2022-01-20,F,4900.0,,,,,,SAP,,1.0,KG,,,,,,,,,,4.0,,,,,,,,,,1.1,,,,,,,,,,,X,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-02-01,13:52:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-25 11:13:44.250079+00:00
250,4500000038,10,L,,2022-02-25,Barbq sauce 1KG,1028118297C,1028118297C,USA1,1000,1001.0,,SAUCE,5300000020.0,,,100.0,EA,EA,1.0,1.0,1.0,1.0,50.0,1.0,5000.0,5000.0,,,I0,,,C,X,,,,,,,,,,,,,,,0,,,,,X,,X,X,,,,,,,,,,,EA,V1,,,,2022-01-20,F,4900.0,,,,,,SAP,,1.0,KG,,,,,,,,,,1.0,,,,,,,,,,1.1,,,,,,,,,,,X,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-02-02,08:28:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-25 11:13:44.250079+00:00
250,4500000031,10,,,2022-02-01,Barbq sauce 1KG,1028118297C,1028118297C,USA1,1000,,,SAUCE,,,,10.0,EA,EA,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,X,,,,,,,,,,,,,,,0,,,,,X,,,,,,,,,,,,,,EA,,,,,,F,,,,,,,SAP,,1.0,KG,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EST,,,,,,1.0,,,,,,,,,,,,,,2022-02-01,12:03:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-01 12:03:10.008250+00:00
250,4500000031,10,,,2022-02-25,Barbq sauce 1KG,1028118297C,1028118297C,USA1,1000,,,SAUCE,,,,10.0,EA,EA,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,X,,,,,,,,,,,,,,,0,,,,,X,,,,,,,,,,,,,,EA,V1,,,,,F,,,,,,,SAP,,1.0,KG,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EST,,,,,,1.0,,,,,,,,,,,,,,2022-02-01,12:03:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-25 11:09:12.252220+00:00
250,4500000031,10,L,,2022-02-25,Barbq sauce 1KG,1028118297C,1028118297C,USA1,1000,,,SAUCE,,,,10.0,EA,EA,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,X,,,,,,,,,,,,,,,0,,,,,X,,,,,,,,,,,,,,EA,V1,,,,,F,,,,,,,SAP,,1.0,KG,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,X,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EST,,,,,,1.0,,,,,,,,,,,,,,2022-02-01,12:03:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-25 11:13:44.250079+00:00
250,4500000004,10,,,2022-01-21,Barbq sauce,1028118297C,1028118297C,EU01,2000,,,SAUCE,5300000003.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,10.0,1.0,100.0,100.0,,,,,,B,X,,,,,,,,,,,,,,,0,,,,,X,,X,,,,,,,,,,,,EA,,,,,2022-01-21,F,100.0,,,,,,SAP,2.0,1.0,KG,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-01-21,09:12:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:02.329876+00:00
250,4500000004,10,,,2022-02-25,Barbq sauce,1028118297C,1028118297C,EU01,2000,,,SAUCE,5300000003.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,10.0,1.0,100.0,100.0,,,,,,B,X,,,,,,,,,,,,,,,0,,,,,X,,X,,,,,,,,,,,,EA,V1,,,,2022-01-21,F,100.0,,,,,,SAP,2.0,1.0,KG,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-01-21,09:12:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-25 11:09:10.788204+00:00
250,4500000004,10,L,,2022-02-25,Barbq sauce,1028118297C,1028118297C,EU01,2000,,,SAUCE,5300000003.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,10.0,1.0,100.0,100.0,,,,,,B,X,,,,,,,,,,,,,,,0,,,,,X,,X,,,,,,,,,,,,EA,V1,,,,2022-01-21,F,100.0,,,,,,SAP,2.0,1.0,KG,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,X,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-01-21,09:12:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-25 11:13:44.250079+00:00
250,4500001089,10,,,2022-02-15,BBQ sauce,000000001028118297,000000001028118297,USA1,1000,1001.0,,SAUCE,5300000076.0,,,27.0,KG,KG,1.0,1.0,1.0,1.0,100.0,1.0,2700.0,2700.0,,,I0,,,C,X,,,,,,,,,,,,,,,3,,,,,X,,X,X,,,,,,,,,,,KG,,,,,2022-02-15,F,2646.0,,,,,,SAP,,10.0,KG,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-02-15,12:24:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-15 12:24:19.095519+00:00
250,4500001090,10,,,2022-02-16,BBQ sauce,000000001028118297,000000001028118297,USA1,1000,1001.0,,SAUCE,5300000076.0,,,27.0,KG,KG,1.0,1.0,1.0,1.0,100.0,1.0,2700.0,2700.0,,,I0,,,C,X,,,,,,,,,,,,,,,3,,,,,X,,X,X,,,,,,,,,,,KG,,,,,2022-02-16,F,2646.0,,,,,,SAP,,10.0,KG,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-02-16,12:16:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-16 12:16:37.985045+00:00
250,4500001089,10,,,2022-02-25,BBQ sauce,000000001028118297,000000001028118297,USA1,1000,1001.0,,SAUCE,5300000076.0,,,27.0,KG,KG,1.0,1.0,1.0,1.0,100.0,1.0,2700.0,2700.0,,,I0,,,C,X,,,,,,,,,,,,,,,3,,,,,X,,X,X,,,,,,,,,,,KG,V2,,,,2022-02-15,F,2646.0,,,,,,SAP,,10.0,KG,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-02-15,12:24:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-25 11:11:16.105496+00:00
