mandt,matnr,ersda,ernam,laeda,aenam,vpsta,pstat,lvorm,mtart,mbrsh,matkl,bismt,meins,bstme,zeinr,zeiar,zeivr,zeifo,aeszn,blatt,blanz,ferth,formt,groes,wrkst,normt,labor,ekwsl,brgew,ntgew,gewei,volum,voleh,behvo,raube,tempb,disst,tragr,stoff,spart,kunnr,eannr,wesch,bwvor,bwscl,saiso,etiar,etifo,entar,ean11,numtp,laeng,breit,hoehe,meabm,prdha,aeklk,cadkz,qmpur,ergew,ergei,ervol,ervoe,gewto,volto,vabme,kzrev,kzkfg,xchpf,vhart,fuelg,stfak,magrv,begru,datab,liqdt,saisj,plgtp,mlgut,extwg,satnr,attyp,kzkup,kznfm,pmata,mstae,mstav,mstde,mstdv,taklv,rbnrm,mhdrz,mhdhb,mhdlp,inhme,inhal,vpreh,etiag,inhbr,cmeth,cuobf,kzumw,kosch,sprof,nrfhg,mfrpn,mfrnr,bmatn,mprof,kzwsm,saity,profl,ihivi,iloos,serlv,kzgvh,xgchp,kzeff,compl,iprkz,rdmhd,przus,mtpos_mara,bflme,matfi,cmrel,bbtyp,sled_bbd,gtin_variant,gennr,rmatp,gds_relevant,weora,hutyp_dflt,pilferable,whstc,whmatgr,hndlcode,hazmat,hutyp,tare_var,maxc,maxc_tol,maxl,maxb,maxh,maxdim_uom,herkl,mfrgr,qqtime,qqtimeuom,qgrp,serial,ps_smartform,logunit,cwqrel,cwqproc,cwqtolgr,adprof,ipmipproduct,allow_pmat_igno,medium,commodity,animal_origin,textile_comp_ind,sgt_csgr,sgt_covsa,sgt_stat,sgt_scope,sgt_rel,fsh_mg_at1,fsh_mg_at2,fsh_mg_at3,fsh_sealv,fsh_seaim,fsh_sc_mid,anp,psm_code,bev1_luleinh,bev1_luldegrp,bev1_nestruccat,dsd_sl_toltyp,dsd_sv_cnt_grp,dsd_vc_group,vso_r_tilt_ind,vso_r_stack_ind,vso_r_bot_ind,vso_r_top_ind,vso_r_stack_no,vso_r_pal_ind,vso_r_pal_ovr_d,vso_r_pal_ovr_w,vso_r_pal_b_ht,vso_r_pal_min_h,vso_r_tol_b_ht,vso_r_no_p_gvh,vso_r_quan_unit,vso_r_kzgvh_ind,packcode,dg_pack_status,mcond,retdelc,loglev_reto,nsnid,adspc_spc,imatn,picnum,bstat,color_atinn,size1_atinn,size2_atinn,color,size1,size2,free_char,care_code,brand_id,fiber_code1,fiber_part1,fiber_code2,fiber_part2,fiber_code3,fiber_part3,fiber_code4,fiber_part4,fiber_code5,fiber_part5,fashgrd,operation_flag,is_deleted,recordstamp
800,C2F_JH,2015-09-10,I304043,2015-10-26,I048863,KEDLBGSZX,KEDLBGS,,ROH,F,50000000,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,C2F_PG,2015-09-10,I304043,2015-10-26,I048863,KEDLBGSZX,KEDLBGS,,ROH,F,50000000,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,C2F_BQ_BS,2015-09-10,I304043,2015-10-26,I048863,KEDLBGSZX,KEDLBGS,,ROH,F,50000000,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,C2F_BQ_HS,2015-09-10,I304043,2015-10-26,I048863,KEDLBGXZ,KEDLBG,,ROH,F,50000000,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,C2F_BQ_JS,2015-09-10,I304043,2015-10-26,I048863,KEDLBGXZ,KEDLBG,,ROH,F,50000000,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,C2F_BQ_LS,2015-09-10,I304043,2015-10-26,I048863,KEDLBGXZ,KEDLBG,,ROH,F,50000000,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,C2F_JT_GY,2015-09-10,I304043,2015-10-26,I048863,KEDLBGSZX,KEDLBGS,,ROH,F,50000000,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,C2F_JT_RH,2015-09-10,I304043,2015-10-26,I048863,KEDLBGXZ,KEDLBG,,ROH,F,50000000,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,C2F_JT_YJ,2015-09-10,I304043,2015-10-26,I048863,KEDLBGXZ,KEDLBG,,ROH,F,50000000,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,C2F_PS_BL,2015-09-10,I304043,2015-10-26,I048863,KEDLBGXZ,KEDLBG,,ROH,F,50000000,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,C2F_PS_PT,2015-09-10,I304043,2015-10-26,I048863,KEDLBGSZX,KEDLBGS,,ROH,F,50000000,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,C2F_PS_QH,2015-09-10,I304043,2015-10-26,I048863,KEDLBGXZ,KEDLBG,,ROH,F,50000000,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,C2F_JT_D42,2015-09-10,I304043,2015-10-26,I048863,KEDLBGXZ,KEDLBG,,ROH,F,50000000,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,C2F_JT_JSY,2015-09-10,I304043,2015-10-26,I048863,KEDLBGXZ,KEDLBG,,ROH,F,50000000,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,T-RI599,2001-07-12,HOCHADEL,2001-10-05,HOCHADEL,KDELBGZX,KDELBG,,ROH,F,01703,,L,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,T-RIA599,2001-10-15,HOCHADEL,2001-10-15,HOCHADEL,KDELBGZX,KDELBG,,ROH,F,01703,,L,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,T-CC0201,2006-03-27,WEISSANN,2006-03-28,WILHELMH,KEDLBZX,KEDLB,,ROH,M,011,,L,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,SP_001,2005-07-26,MARZOLETTI,2005-07-26,MARZOLETTI,KEDLB,KEDLB,,ROH,3,SP_TRR,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,SP_002,2005-07-26,MARZOLETTI,2005-07-26,MARZOLETTI,KEDLB,KEDLB,,ROH,3,SP_TRR,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,SP_100,2005-07-26,MARZOLETTI,2005-08-05,MARZOLETTI,KEDLBZX,KEDLB,,ROH,3,SP_TRR,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,SP_200,2005-07-26,MARZOLETTI,2005-08-05,MARZOLETTI,KEDLBZX,KEDLB,,ROH,3,SP_TRR,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,SP_300,2005-07-26,MARZOLETTI,2005-08-05,MARZOLETTI,KEDLBZX,KEDLB,,ROH,3,SP_TRR,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,SP_400,2005-07-26,MARZOLETTI,2005-08-05,MARZOLETTI,KEDLBZX,KEDLB,,ROH,3,SP_TRR,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,BP1001,2006-04-03,STANKOVICH,2006-04-03,STANKOVICH,KEDBZX,KEDB,,ROH,M,OM01,,EA,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,BP1002,2006-04-03,STANKOVICH,2006-04-03,STANKOVICH,KEDBZX,KEDB,,ROH,M,OM01,,EA,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,D-I0432,2003-09-25,GRAUENHORST,2012-02-14,C5166367,KEBD,KEBD,,ROH,M,050,,ST,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,NGL-MAN-2R,2006-02-23,LCHAMDONDOG,2006-04-24,ZECHA,KEBXG,KEBG,,ROH,M,01003,,L,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:04:54.802426+00:00
800,T-PC90,1999-08-13,BLUMOEHR,,,KD,KD,,ROH,M,,,ST,,,,,,,,0.0,,,100 X 100,,,,,,,KG,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:06:27.125780+00:00
800,T-PC91,1999-08-13,BLUMOEHR,,,KD,KD,,ROH,M,,,ST,,,,,,,,0.0,,,100 X 100,,,,,,,KG,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:06:27.125780+00:00
800,T-PC98,1999-08-13,BLUMOEHR,1999-08-13,BLUMOEHR,KDX,KD,,ROH,M,,,CM2,,,,,,,,0.0,,,100 X 100,,,,,,,KG,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:06:27.125780+00:00
800,CPT_F_011_1,2003-11-18,WALMSLEYA,2003-11-18,WALMSLEYA,KD,KD,,ROH,1,,,EA,,,,,,,,0.0,,,,,,,,5.0,4.0,LB,2.0,FT3,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:06:27.125780+00:00
800,ID_XT611,2012-05-11,I060342,,,K,K,,ROH,F,,,G,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:05:18.644256+00:00
800,T-PC95,1999-08-13,BLUMOEHR,,,KD,KD,,ROH,M,,,ST,,,,,,,,0.0,,,,,,,,,,KG,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:05:18.644256+00:00
800,T-PC96,1999-08-13,BLUMOEHR,,,KD,KD,,ROH,M,,,ST,,,,,,,,0.0,,,,,,,,,,KG,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:05:18.644256+00:00
800,T-PC97,1999-08-13,BLUMOEHR,,,KD,KD,,ROH,M,,,ST,,,,,,,,0.0,,,,,,,,,,KG,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,I,False,2021-03-31 03:05:18.644256+00:00
